Indicator,Countryname,Year,Zone,Area En,Area Sp,Countrycode,Countryname Sp,Date,Indicator Sp,Series,Upi,Circa,count,Country,Number of Records,Rate
"Atkinson, A(2)",Dominican Republic,2016,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,214,1,0.532854585
Gini coefficient (no zero income),Dominican Republic,2016,National,National,Nacional,DOM,República Dominicana,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,214,1,0.456976523
Gini coefficient,Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,214,1,0.421956154
Rate 90/10,Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,Razon 90/10,1,WB569452,9999,1,214,1,6.089711239
Rate 75/25,Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,Razon 75/25,1,WB569452,9999,1,214,1,2.485097727
"Generalized entropy, GE(-1)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,214,1,0.382114101
"Mean log deviation, GE(0)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,214,1,0.302371053
"Theil index, GE(1)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,214,1,0.363445730
"Generalized entropy, GE(2)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,214,1,0.848468473
"Atkinson, A(0.5)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,214,1,0.150420499
"Atkinson, A(1)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,214,1,0.260936218
"Atkinson, A(2)",Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,214,1,0.433179903
Gini coefficient (no zero income),Dominican Republic,2017,National,National,Nacional,DOM,República Dominicana,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,214,1,0.421335865
Gini coefficient,Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,Coeficiente Gini,1,WB569452,2018,1,214,1,0.436867165
Rate 90/10,Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,Razon 90/10,1,WB569452,2018,1,214,1,6.041910109
Rate 75/25,Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,Razon 75/25,1,WB569452,2018,1,214,1,2.512948828
"Generalized entropy, GE(-1)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2018,1,214,1,0.388098881
"Mean log deviation, GE(0)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2018,1,214,1,0.325761748
"Theil index, GE(1)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2018,1,214,1,0.434880036
"Generalized entropy, GE(2)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2018,1,214,1,1.639759840
"Atkinson, A(0.5)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(0.5)",1,WB569452,2018,1,214,1,0.166612955
"Atkinson, A(1)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(1)",1,WB569452,2018,1,214,1,0.278022821
"Atkinson, A(2)",Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,"Atkinson, A(2)",1,WB569452,2018,1,214,1,0.436999628
Gini coefficient (no zero income),Dominican Republic,2018,National,National,Nacional,DOM,República Dominicana,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,2018,1,214,1,0.436724073
Gini coefficient,Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,218,1,0.533586541
Rate 90/10,Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,2,WB569452,9999,1,218,1,11.778416196
Rate 75/25,Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,2,WB569452,9999,1,218,1,3.421209083
"Generalized entropy, GE(-1)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,218,1,0.991770157
"Mean log deviation, GE(0)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,218,1,0.522931105
"Theil index, GE(1)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,218,1,0.565611285
"Generalized entropy, GE(2)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,218,1,1.373637845
"Atkinson, A(0.5)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,218,1,0.236128789
"Atkinson, A(1)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,218,1,0.407219503
"Atkinson, A(2)",Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,218,1,0.664827723
Gini coefficient (no zero income),Ecuador,2003,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,218,1,0.532483793
Gini coefficient,Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,218,1,0.539319909
Rate 90/10,Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,2,WB569452,9999,1,218,1,11.738249729
Rate 75/25,Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,2,WB569452,9999,1,218,1,3.411078876
"Generalized entropy, GE(-1)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,218,1,0.944199272
"Mean log deviation, GE(0)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,218,1,0.524716083
"Theil index, GE(1)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,218,1,0.600762350
"Generalized entropy, GE(2)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,218,1,3.220773787
"Atkinson, A(0.5)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,218,1,0.240506436
"Atkinson, A(1)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,218,1,0.408276659
"Atkinson, A(2)",Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,218,1,0.653787389
Gini coefficient (no zero income),Ecuador,2004,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,218,1,0.534673976
Gini coefficient,Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,218,1,0.530925130
Rate 90/10,Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,2,WB569452,9999,1,218,1,12.133710747
Rate 75/25,Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,2,WB569452,9999,1,218,1,3.591513054
"Generalized entropy, GE(-1)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,218,1,1.015127227
"Mean log deviation, GE(0)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,218,1,0.523013899
"Theil index, GE(1)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,218,1,0.554534440
"Generalized entropy, GE(2)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,218,1,1.211628062
"Atkinson, A(0.5)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,218,1,0.234037049
"Atkinson, A(1)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,218,1,0.407268579
"Atkinson, A(2)",Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,218,1,0.669994710
Gini coefficient (no zero income),Ecuador,2005,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,218,1,0.530251410
Gini coefficient,Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,218,1,0.521922525
Rate 90/10,Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,2,WB569452,9999,1,218,1,10.280170973
Rate 75/25,Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,2,WB569452,9999,1,218,1,3.275547511
"Generalized entropy, GE(-1)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,218,1,0.819297389
"Mean log deviation, GE(0)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,218,1,0.494312573
"Theil index, GE(1)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,218,1,0.676335691
"Generalized entropy, GE(2)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,218,1,21.243263907
"Atkinson, A(0.5)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,218,1,0.235516412
"Atkinson, A(1)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,218,1,0.390009913
"Atkinson, A(2)",Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,218,1,0.621010392
Gini coefficient (no zero income),Ecuador,2006,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,218,1,0.521459569
Gini coefficient,Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,218,1,0.533044512
Rate 90/10,Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,1,WB569452,9999,1,218,1,11.088277929
Rate 75/25,Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,1,WB569452,9999,1,218,1,3.371036621
"Generalized entropy, GE(-1)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,218,1,1.005728150
"Mean log deviation, GE(0)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,218,1,0.519253683
"Theil index, GE(1)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,218,1,0.590328687
"Generalized entropy, GE(2)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,218,1,1.758080211
"Atkinson, A(0.5)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,218,1,0.238368060
"Atkinson, A(1)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,218,1,0.405035586
"Atkinson, A(2)",Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,218,1,0.667934746
Gini coefficient (no zero income),Ecuador,2007,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,218,1,0.532207772
Gini coefficient,Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,1,WB569452,2008,1,218,1,0.497259574
Rate 90/10,Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,1,WB569452,2008,1,218,1,10.040809669
Rate 75/25,Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,1,WB569452,2008,1,218,1,3.262968153
"Generalized entropy, GE(-1)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2008,1,218,1,0.841695734
"Mean log deviation, GE(0)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2008,1,218,1,0.452730373
"Theil index, GE(1)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2008,1,218,1,0.482735937
"Generalized entropy, GE(2)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2008,1,218,1,1.444497375
"Atkinson, A(0.5)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",1,WB569452,2008,1,218,1,0.205309526
"Atkinson, A(1)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",1,WB569452,2008,1,218,1,0.364110437
"Atkinson, A(2)",Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",1,WB569452,2008,1,218,1,0.627337266
Gini coefficient (no zero income),Ecuador,2008,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,2008,1,218,1,0.496724163
Gini coefficient,Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,218,1,0.484467326
Rate 90/10,Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,1,WB569452,9999,1,218,1,9.294051924
Rate 75/25,Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,1,WB569452,9999,1,218,1,3.163162986
"Generalized entropy, GE(-1)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,218,1,0.677049204
"Mean log deviation, GE(0)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,218,1,0.420162233
"Theil index, GE(1)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,218,1,0.454118265
"Generalized entropy, GE(2)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,218,1,1.053018747
"Atkinson, A(0.5)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,218,1,0.193975507
"Atkinson, A(1)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,218,1,0.343059766
"Atkinson, A(2)",Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,218,1,0.575208922
Gini coefficient (no zero income),Ecuador,2009,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,218,1,0.483310490
Gini coefficient,Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,218,1,0.487340666
Rate 90/10,Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 90/10,1,WB569452,9999,1,218,1,9.289263646
Rate 75/25,Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,Razon 75/25,1,WB569452,9999,1,218,1,3.107287625
"Generalized entropy, GE(-1)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,218,1,0.669729117
"Mean log deviation, GE(0)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,218,1,0.423489000
"Theil index, GE(1)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,218,1,0.465373646
"Generalized entropy, GE(2)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,218,1,1.075867533
"Atkinson, A(0.5)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,218,1,0.196865581
"Atkinson, A(1)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,218,1,0.345241622
"Atkinson, A(2)",Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,218,1,0.572550608
Gini coefficient (no zero income),Ecuador,2010,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,218,1,0.486588019
Gini coefficient,Ecuador,2011,National,National,Nacional,ECU,Ecuador,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,218,1,0.458773158
